earnings_id,worker_id,work_date,employer_id,shift_type,hours_worked,gross_pay_cad,tips_cad,deductions_cad,net_pay_cad,paid_same_day,pay_method
EARN-08518,W-0153,2026-06-26,E-0008,evening,5.6,202.81,8.03,16.01,194.83,0,cheque
EARN-08519,W-0153,2026-06-28,E-0008,split,5.3,233.23,7.96,24.74,216.45,0,payroll_card
EARN-08520,W-0154,2026-04-01,E-0039,day,7.9,221.46,38.33,10.17,249.62,1,cash
EARN-08521,W-0154,2026-04-02,E-0039,evening,9.3,203.23,52.15,23.55,231.83,1,cheque
EARN-08522,W-0154,2026-04-03,E-0039,day,5.9,244.61,30.87,18.66,256.82,1,cheque
EARN-08523,W-0154,2026-04-04,E-0039,day,5.8,214.32,41.08,19.67,235.73,0,direct_deposit
EARN-08524,W-0154,2026-04-05,E-0039,day,8.6,151.33,35.45,17.62,169.16,0,cheque
EARN-08525,W-0154,2026-04-06,E-0039,evening,7.4,193.1,26.14,9.65,209.59,1,cheque
EARN-08526,W-0154,2026-04-08,E-0039,day,9.4,221.33,54.95,19.84,256.44,1,payroll_card
EARN-08527,W-0154,2026-04-09,E-0039,night,7.4,162.72,16.75,12.65,166.82,0,cheque
EARN-08528,W-0154,2026-04-12,E-0039,day,5.1,241.37,47.69,11.77,277.29,1,payroll_card
EARN-08529,W-0154,2026-04-13,E-0039,evening,7.4,192.12,29.37,14.05,207.44,1,direct_deposit
EARN-08530,W-0154,2026-04-15,E-0039,day,5.5,245.35,32.31,9.35,268.31,1,cheque
EARN-08531,W-0154,2026-04-16,E-0039,night,9.0,197.39,41.45,11.35,227.49,0,cheque
EARN-08532,W-0154,2026-04-17,E-0039,evening,8.5,145.58,19.6,12.8,152.38,1,cheque
EARN-08533,W-0154,2026-04-20,E-0039,day,6.8,208.87,24.68,9.57,223.98,0,cheque
EARN-08534,W-0154,2026-04-22,E-0039,night,6.0,213.82,24.26,19.12,218.96,1,direct_deposit
EARN-08535,W-0154,2026-04-24,E-0039,day,8.1,181.39,40.29,18.98,202.7,1,payroll_card
EARN-08536,W-0154,2026-04-27,E-0039,day,7.2,263.86,58.2,9.92,312.14,0,cash
EARN-08537,W-0154,2026-04-28,E-0039,split,7.2,203.15,33.57,21.06,215.66,0,cheque
EARN-08538,W-0154,2026-04-29,E-0039,night,5.2,260.12,47.65,16.4,291.37,0,cheque
EARN-08539,W-0154,2026-04-30,E-0039,night,6.6,171.89,29.59,20.49,180.99,1,payroll_card
EARN-08540,W-0154,2026-05-01,E-0039,day,8.3,148.22,33.14,18.46,162.9,0,cheque
EARN-08541,W-0154,2026-05-02,E-0039,evening,5.0,212.23,33.99,12.14,234.08,1,payroll_card
EARN-08542,W-0154,2026-05-03,E-0039,evening,7.0,269.51,35.31,14.16,290.66,0,payroll_card
EARN-08543,W-0154,2026-05-07,E-0039,evening,5.9,203.66,49.57,15.13,238.1,1,cheque
EARN-08544,W-0154,2026-05-09,E-0039,split,5.2,179.92,26.69,22.2,184.41,0,direct_deposit
EARN-08545,W-0154,2026-05-11,E-0039,evening,5.1,140.75,18.62,18.59,140.78,0,direct_deposit
EARN-08546,W-0154,2026-05-13,E-0039,day,9.4,140.03,23.38,16.16,147.25,1,direct_deposit
EARN-08547,W-0154,2026-05-15,E-0039,day,7.4,168.16,31.7,23.72,176.14,1,payroll_card
EARN-08548,W-0154,2026-05-16,E-0039,day,6.9,217.23,51.71,15.69,253.25,0,cash
EARN-08549,W-0154,2026-05-18,E-0039,night,9.5,234.91,57.38,17.18,275.11,1,cash
EARN-08550,W-0154,2026-05-20,E-0039,day,6.6,205.06,22.78,20.45,207.39,1,cash
EARN-08551,W-0154,2026-05-24,E-0039,day,6.7,218.2,52.13,19.74,250.59,1,cheque
EARN-08552,W-0154,2026-05-26,E-0039,evening,7.5,209.6,26.14,17.93,217.81,0,payroll_card
EARN-08553,W-0154,2026-05-27,E-0039,day,6.5,169.08,18.17,12.94,174.31,0,payroll_card
EARN-08554,W-0154,2026-05-28,E-0039,split,8.9,281.54,62.75,18.28,326.01,0,cheque
EARN-08555,W-0154,2026-05-29,E-0039,night,6.9,171.97,20.31,24.06,168.22,0,direct_deposit
EARN-08556,W-0154,2026-05-30,E-0039,day,8.2,164.56,23.48,15.66,172.38,0,direct_deposit
EARN-08557,W-0154,2026-06-01,E-0039,night,5.6,229.49,50.17,21.23,258.43,1,direct_deposit
EARN-08558,W-0154,2026-06-02,E-0039,day,8.1,214.1,47.93,13.15,248.88,0,cash
EARN-08559,W-0154,2026-06-05,E-0039,evening,5.2,176.15,19.32,8.34,187.13,0,cheque
EARN-08560,W-0154,2026-06-07,E-0039,night,8.2,175.93,23.14,13.93,185.14,1,cheque
EARN-08561,W-0154,2026-06-08,E-0039,day,7.6,165.69,30.78,12.29,184.18,1,cheque
EARN-08562,W-0154,2026-06-10,E-0039,day,7.4,189.88,21.65,12.18,199.35,1,cash
EARN-08563,W-0154,2026-06-11,E-0039,evening,6.9,188.24,42.84,8.1,222.98,0,direct_deposit
EARN-08564,W-0154,2026-06-12,E-0039,day,5.9,178.26,35.63,18.92,194.97,1,payroll_card
EARN-08565,W-0154,2026-06-13,E-0039,evening,5.4,192.7,39.61,14.71,217.6,0,direct_deposit
EARN-08566,W-0154,2026-06-15,E-0039,day,6.9,133.03,24.2,8.32,148.91,0,cash
EARN-08567,W-0154,2026-06-16,E-0039,day,8.9,284.23,74.0,14.05,344.18,0,cash
EARN-08568,W-0154,2026-06-19,E-0039,evening,8.2,166.57,17.74,21.6,162.71,0,direct_deposit
EARN-08569,W-0154,2026-06-22,E-0039,night,7.4,137.68,19.26,21.76,135.18,1,cheque
EARN-08570,W-0154,2026-06-23,E-0039,day,5.6,220.73,24.92,16.57,229.08,0,cash
EARN-08571,W-0154,2026-06-24,E-0039,day,5.7,247.08,53.19,12.98,287.29,1,cheque
EARN-08572,W-0154,2026-06-25,E-0039,day,6.3,217.78,31.86,17.59,232.05,0,cash
EARN-08573,W-0154,2026-06-27,E-0039,evening,7.4,294.23,57.86,22.0,330.09,1,direct_deposit
EARN-08574,W-0154,2026-06-30,E-0039,evening,6.5,149.13,25.54,8.12,166.55,0,payroll_card
EARN-08575,W-0155,2026-04-01,E-0029,day,5.7,158.97,28.33,13.78,173.52,1,direct_deposit
EARN-08576,W-0155,2026-04-04,E-0029,day,5.5,162.25,43.05,20.51,184.79,0,direct_deposit
EARN-08577,W-0155,2026-04-06,E-0029,night,5.8,164.05,40.69,16.79,187.95,0,cash
EARN-08578,W-0155,2026-04-07,E-0029,day,8.8,163.23,35.42,23.9,174.75,1,direct_deposit
EARN-08579,W-0155,2026-04-08,E-0029,day,8.8,148.01,27.82,10.95,164.88,0,cheque
EARN-08580,W-0155,2026-04-09,E-0029,evening,7.0,166.41,25.29,13.5,178.2,0,payroll_card
EARN-08581,W-0155,2026-04-10,E-0029,day,7.0,176.37,47.31,24.23,199.45,1,cheque
EARN-08582,W-0155,2026-04-11,E-0029,evening,5.7,134.84,16.99,16.68,135.15,0,payroll_card
EARN-08583,W-0155,2026-04-13,E-0029,evening,8.7,151.89,23.38,9.6,165.67,1,payroll_card
EARN-08584,W-0155,2026-04-14,E-0029,day,6.2,146.62,24.35,20.54,150.43,0,direct_deposit
EARN-08585,W-0155,2026-04-15,E-0029,day,9.3,137.87,38.29,9.24,166.92,0,payroll_card
EARN-08586,W-0155,2026-04-16,E-0029,day,5.7,156.09,25.19,13.06,168.22,1,cash
EARN-08587,W-0155,2026-04-21,E-0029,night,5.4,162.27,32.34,21.02,173.59,0,payroll_card
EARN-08588,W-0155,2026-04-23,E-0029,day,6.1,149.26,27.7,19.84,157.12,1,cheque
EARN-08589,W-0155,2026-04-27,E-0029,evening,6.4,155.18,31.43,21.67,164.94,1,direct_deposit
EARN-08590,W-0155,2026-04-28,E-0029,day,7.6,114.82,24.76,24.25,115.33,1,direct_deposit
EARN-08591,W-0155,2026-04-29,E-0029,day,5.1,155.01,22.5,23.11,154.4,0,payroll_card
EARN-08592,W-0155,2026-04-30,E-0029,day,7.4,160.86,36.52,22.36,175.02,1,cheque
EARN-08593,W-0155,2026-05-02,E-0029,day,6.5,192.55,46.14,24.77,213.92,0,direct_deposit
EARN-08594,W-0155,2026-05-03,E-0029,evening,7.5,163.3,35.05,13.86,184.49,1,payroll_card
EARN-08595,W-0155,2026-05-04,E-0029,day,6.0,142.88,34.33,10.16,167.05,0,cheque
EARN-08596,W-0155,2026-05-05,E-0029,evening,6.4,138.21,32.29,9.08,161.42,0,payroll_card
EARN-08597,W-0155,2026-05-06,E-0029,evening,5.6,167.03,37.8,17.94,186.89,0,payroll_card
EARN-08598,W-0155,2026-05-07,E-0029,day,6.9,157.51,33.41,19.89,171.03,1,payroll_card
EARN-08599,W-0155,2026-05-08,E-0029,night,6.1,154.84,29.38,23.71,160.51,0,direct_deposit
EARN-08600,W-0155,2026-05-11,E-0029,evening,9.0,140.84,33.32,10.66,163.5,1,payroll_card
EARN-08601,W-0155,2026-05-12,E-0029,night,8.7,163.87,40.8,23.21,181.46,0,cheque
EARN-08602,W-0155,2026-05-13,E-0029,evening,9.2,190.55,45.63,11.88,224.3,1,direct_deposit
EARN-08603,W-0155,2026-05-15,E-0029,split,6.9,145.97,19.37,12.33,153.01,0,cheque
EARN-08604,W-0155,2026-05-20,E-0029,evening,7.3,166.33,19.16,20.7,164.79,0,direct_deposit
EARN-08605,W-0155,2026-05-21,E-0029,split,7.1,167.39,28.11,20.7,174.8,1,cash
EARN-08606,W-0155,2026-05-22,E-0029,split,7.5,160.45,20.57,11.93,169.09,1,cash
EARN-08607,W-0155,2026-05-23,E-0029,day,7.2,152.11,26.3,18.88,159.53,0,payroll_card
EARN-08608,W-0155,2026-05-25,E-0029,evening,6.0,169.88,42.41,15.1,197.19,0,direct_deposit
EARN-08609,W-0155,2026-05-28,E-0029,evening,7.6,174.72,45.15,10.62,209.25,0,cash
EARN-08610,W-0155,2026-05-29,E-0029,day,8.3,140.64,15.85,22.7,133.79,1,cheque
EARN-08611,W-0155,2026-05-30,E-0029,day,5.7,169.5,28.71,22.24,175.97,1,cash
EARN-08612,W-0155,2026-06-02,E-0029,day,5.1,148.68,36.06,20.98,163.76,1,direct_deposit
EARN-08613,W-0155,2026-06-05,E-0029,split,6.6,158.98,29.44,23.29,165.13,1,cash
EARN-08614,W-0155,2026-06-08,E-0029,day,5.4,150.23,32.54,16.06,166.71,1,cheque
EARN-08615,W-0155,2026-06-09,E-0029,evening,5.2,163.3,23.74,11.93,175.11,1,cash
EARN-08616,W-0155,2026-06-10,E-0029,day,8.2,159.79,19.61,21.35,158.05,1,cheque
EARN-08617,W-0155,2026-06-11,E-0029,evening,5.9,155.61,31.05,24.96,161.7,0,payroll_card
EARN-08618,W-0155,2026-06-12,E-0029,day,8.2,198.13,32.17,8.43,221.87,1,direct_deposit
EARN-08619,W-0155,2026-06-13,E-0029,night,5.5,167.97,40.35,21.24,187.08,0,cheque
EARN-08620,W-0155,2026-06-14,E-0029,day,7.6,128.17,21.14,15.72,133.59,0,direct_deposit
EARN-08621,W-0155,2026-06-16,E-0029,day,8.8,167.16,27.03,8.42,185.77,0,direct_deposit
EARN-08622,W-0155,2026-06-17,E-0029,day,5.9,162.32,24.41,8.9,177.83,1,direct_deposit
EARN-08623,W-0155,2026-06-22,E-0029,day,6.3,140.62,30.08,10.04,160.66,0,cash
EARN-08624,W-0155,2026-06-23,E-0029,day,8.6,169.3,30.13,15.66,183.77,0,payroll_card
EARN-08625,W-0155,2026-06-24,E-0029,split,9.0,125.71,17.3,14.84,128.17,0,cheque
EARN-08626,W-0155,2026-06-25,E-0029,day,8.7,134.37,27.58,15.69,146.26,1,payroll_card
EARN-08627,W-0155,2026-06-26,E-0029,day,8.6,155.73,28.05,10.0,173.78,1,direct_deposit
EARN-08628,W-0155,2026-06-29,E-0029,day,7.6,157.53,30.29,8.68,179.14,1,cheque
EARN-08629,W-0155,2026-06-30,E-0029,split,7.2,163.25,37.44,23.34,177.35,0,direct_deposit
EARN-08630,W-0156,2026-04-01,E-0012,day,5.1,195.2,0.0,22.48,172.72,1,direct_deposit
EARN-08631,W-0156,2026-04-02,E-0012,day,5.9,122.55,0.0,9.44,113.11,0,payroll_card
EARN-08632,W-0156,2026-04-06,E-0012,day,8.3,125.54,0.0,19.67,105.87,1,cash
EARN-08633,W-0156,2026-04-07,E-0012,day,5.2,170.4,0.0,9.78,160.62,0,direct_deposit
EARN-08634,W-0156,2026-04-09,E-0012,night,9.4,182.4,0.0,24.01,158.39,1,direct_deposit
EARN-08635,W-0156,2026-04-10,E-0012,night,9.1,143.24,0.0,22.75,120.49,1,direct_deposit
EARN-08636,W-0156,2026-04-11,E-0012,evening,8.2,192.85,0.0,17.32,175.53,0,cheque
EARN-08637,W-0156,2026-04-13,E-0012,evening,7.9,150.28,0.0,9.01,141.27,0,direct_deposit
EARN-08638,W-0156,2026-04-14,E-0012,day,6.2,179.31,0.0,24.8,154.51,1,direct_deposit
EARN-08639,W-0156,2026-04-15,E-0012,evening,6.0,151.88,0.0,24.16,127.72,0,direct_deposit
EARN-08640,W-0156,2026-04-18,E-0012,day,7.1,167.06,0.0,15.74,151.32,1,cash
EARN-08641,W-0156,2026-04-20,E-0012,evening,5.8,172.85,0.0,18.07,154.78,1,direct_deposit
EARN-08642,W-0156,2026-04-22,E-0012,split,5.3,167.54,0.0,14.53,153.01,1,direct_deposit
EARN-08643,W-0156,2026-04-23,E-0012,day,8.2,135.95,0.0,21.83,114.12,0,payroll_card
EARN-08644,W-0156,2026-04-24,E-0012,split,6.9,192.49,0.0,18.47,174.02,0,cash
EARN-08645,W-0156,2026-04-25,E-0012,day,7.3,166.76,0.0,22.51,144.25,0,payroll_card
EARN-08646,W-0156,2026-04-27,E-0012,day,6.0,186.91,0.0,21.19,165.72,1,payroll_card
EARN-08647,W-0156,2026-04-30,E-0012,evening,6.8,157.7,0.0,13.14,144.56,1,direct_deposit
EARN-08648,W-0156,2026-05-01,E-0012,evening,7.2,167.76,0.0,20.67,147.09,0,direct_deposit
EARN-08649,W-0156,2026-05-02,E-0012,night,7.5,149.41,0.0,18.7,130.71,0,cheque
EARN-08650,W-0156,2026-05-04,E-0012,evening,8.8,144.9,0.0,19.09,125.81,0,cash
EARN-08651,W-0156,2026-05-05,E-0012,day,5.2,171.26,0.0,10.73,160.53,0,cheque
EARN-08652,W-0156,2026-05-08,E-0012,day,5.9,120.94,0.0,19.67,101.27,0,direct_deposit
EARN-08653,W-0156,2026-05-09,E-0012,day,7.6,127.26,0.0,22.59,104.67,0,payroll_card
EARN-08654,W-0156,2026-05-11,E-0012,day,7.1,182.85,0.0,21.18,161.67,1,payroll_card
EARN-08655,W-0156,2026-05-12,E-0012,day,5.3,175.95,0.0,23.8,152.15,0,payroll_card
EARN-08656,W-0156,2026-05-13,E-0012,evening,8.2,176.38,0.0,19.14,157.24,0,cash
EARN-08657,W-0156,2026-05-14,E-0012,split,8.6,132.41,0.0,17.19,115.22,0,cash
EARN-08658,W-0156,2026-05-18,E-0012,day,5.1,142.13,0.0,10.65,131.48,1,cash
EARN-08659,W-0156,2026-05-19,E-0012,split,8.3,172.66,0.0,19.82,152.84,1,cheque
EARN-08660,W-0156,2026-05-20,E-0012,day,5.9,206.97,0.0,22.42,184.55,1,cash
EARN-08661,W-0156,2026-05-22,E-0012,day,8.2,210.58,0.0,17.0,193.58,1,cash
EARN-08662,W-0156,2026-05-23,E-0012,day,5.9,172.1,0.0,20.75,151.35,0,cheque
EARN-08663,W-0156,2026-05-25,E-0012,split,5.2,149.22,0.0,18.68,130.54,0,cheque
EARN-08664,W-0156,2026-05-26,E-0012,day,7.2,198.96,0.0,14.86,184.1,1,payroll_card
EARN-08665,W-0156,2026-05-27,E-0012,day,5.4,118.35,0.0,13.64,104.71,1,direct_deposit
EARN-08666,W-0156,2026-05-28,E-0012,day,6.2,196.84,0.0,13.29,183.55,0,payroll_card
EARN-08667,W-0156,2026-05-29,E-0012,day,7.7,230.53,0.0,9.83,220.7,1,cheque
EARN-08668,W-0156,2026-05-30,E-0012,night,5.7,197.05,0.0,16.35,180.7,0,payroll_card
EARN-08669,W-0156,2026-06-01,E-0012,evening,5.3,186.46,0.0,11.32,175.14,0,payroll_card
EARN-08670,W-0156,2026-06-02,E-0012,day,5.3,194.27,0.0,20.79,173.48,0,cash
EARN-08671,W-0156,2026-06-04,E-0012,evening,9.4,187.37,0.0,12.4,174.97,0,direct_deposit
EARN-08672,W-0156,2026-06-05,E-0012,night,9.0,166.71,0.0,12.64,154.07,1,payroll_card
EARN-08673,W-0156,2026-06-06,E-0012,evening,6.8,191.45,0.0,14.22,177.23,1,cheque
EARN-08674,W-0156,2026-06-10,E-0012,evening,8.7,150.89,0.0,12.74,138.15,0,payroll_card
EARN-08675,W-0156,2026-06-11,E-0012,day,8.7,138.16,0.0,15.41,122.75,1,payroll_card
EARN-08676,W-0156,2026-06-19,E-0012,day,5.5,149.63,0.0,14.27,135.36,0,payroll_card
EARN-08677,W-0156,2026-06-20,E-0012,day,8.7,192.47,0.0,11.12,181.35,1,direct_deposit
EARN-08678,W-0156,2026-06-22,E-0012,evening,5.5,173.19,0.0,22.17,151.02,1,direct_deposit
EARN-08679,W-0156,2026-06-23,E-0012,evening,7.5,198.42,0.0,23.74,174.68,0,direct_deposit
EARN-08680,W-0156,2026-06-24,E-0012,split,5.1,93.08,0.0,14.97,78.11,0,payroll_card
EARN-08681,W-0156,2026-06-26,E-0012,evening,6.4,214.06,0.0,19.56,194.5,0,payroll_card
EARN-08682,W-0156,2026-06-27,E-0012,day,6.9,160.97,0.0,19.55,141.42,0,direct_deposit
EARN-08683,W-0156,2026-06-28,E-0012,evening,7.7,139.22,0.0,8.89,130.33,1,payroll_card
EARN-08684,W-0156,2026-06-29,E-0012,night,7.5,193.78,0.0,23.51,170.27,1,cash
EARN-08685,W-0157,2026-04-03,E-0003,evening,7.1,218.88,20.91,21.09,218.7,0,cash
EARN-08686,W-0157,2026-04-06,E-0003,day,7.1,185.25,33.4,17.45,201.2,0,cheque
EARN-08687,W-0157,2026-04-09,E-0003,day,7.1,219.83,38.48,13.73,244.58,0,cash
EARN-08688,W-0157,2026-04-12,E-0003,day,6.8,212.81,19.74,10.57,221.98,0,direct_deposit
EARN-08689,W-0157,2026-04-15,E-0003,evening,7.5,208.49,25.21,22.33,211.37,1,payroll_card
EARN-08690,W-0157,2026-04-17,E-0003,day,6.1,194.69,29.62,15.4,208.91,0,payroll_card
EARN-08691,W-0157,2026-04-18,E-0003,day,5.5,227.63,19.22,14.98,231.87,0,cheque
EARN-08692,W-0157,2026-04-20,E-0003,day,5.4,192.71,28.01,19.37,201.35,0,cheque
EARN-08693,W-0157,2026-04-22,E-0003,day,9.2,205.48,30.95,23.39,213.04,0,cheque
EARN-08694,W-0157,2026-04-23,E-0003,day,8.1,201.17,37.11,13.2,225.08,1,cash
EARN-08695,W-0157,2026-04-24,E-0003,evening,7.6,176.29,16.6,17.23,175.66,1,payroll_card
EARN-08696,W-0157,2026-04-25,E-0003,night,9.0,195.63,15.82,18.36,193.09,1,cash
EARN-08697,W-0157,2026-04-27,E-0003,day,9.4,216.78,36.69,23.9,229.57,0,cash
EARN-08698,W-0157,2026-04-29,E-0003,day,7.0,201.82,25.83,13.15,214.5,0,cash
EARN-08699,W-0157,2026-05-01,E-0003,evening,5.8,216.87,39.53,18.23,238.17,1,cheque
EARN-08700,W-0157,2026-05-02,E-0003,day,7.6,217.56,17.97,24.11,211.42,0,direct_deposit
EARN-08701,W-0157,2026-05-05,E-0003,day,5.6,214.95,17.16,15.18,216.93,1,payroll_card
EARN-08702,W-0157,2026-05-07,E-0003,split,7.0,212.93,38.3,15.88,235.35,0,cheque
EARN-08703,W-0157,2026-05-08,E-0003,day,7.6,208.8,28.89,19.41,218.28,0,cheque
EARN-08704,W-0157,2026-05-09,E-0003,day,5.5,246.6,36.38,10.69,272.29,0,cheque
EARN-08705,W-0157,2026-05-11,E-0003,day,6.9,195.11,27.7,14.14,208.67,1,cheque
EARN-08706,W-0157,2026-05-12,E-0003,day,6.3,212.64,32.36,15.32,229.68,0,cash
EARN-08707,W-0157,2026-05-13,E-0003,split,7.7,232.24,39.67,15.06,256.85,1,cash
EARN-08708,W-0157,2026-05-18,E-0003,day,6.7,220.99,40.45,10.18,251.26,1,payroll_card
EARN-08709,W-0157,2026-05-19,E-0003,day,6.9,221.48,21.45,8.12,234.81,0,cash
EARN-08710,W-0157,2026-05-20,E-0003,day,6.1,223.74,23.51,10.25,237.0,1,payroll_card
EARN-08711,W-0157,2026-05-21,E-0003,split,5.4,225.21,32.62,13.34,244.49,1,cash
EARN-08712,W-0157,2026-05-25,E-0003,evening,6.2,209.55,22.31,10.25,221.61,1,cheque
EARN-08713,W-0157,2026-05-26,E-0003,day,8.6,202.95,15.91,14.71,204.15,1,payroll_card
EARN-08714,W-0157,2026-05-27,E-0003,day,6.1,210.35,31.02,9.86,231.51,0,payroll_card
EARN-08715,W-0157,2026-05-29,E-0003,evening,7.4,214.45,23.01,9.03,228.43,1,direct_deposit
EARN-08716,W-0157,2026-05-30,E-0003,day,5.8,224.89,32.02,16.93,239.98,1,direct_deposit
EARN-08717,W-0157,2026-06-01,E-0003,day,7.2,203.91,26.1,14.85,215.16,0,cash
EARN-08718,W-0157,2026-06-03,E-0003,day,8.9,201.75,34.21,17.31,218.65,1,cheque
EARN-08719,W-0157,2026-06-04,E-0003,day,5.8,245.92,31.84,17.0,260.76,0,direct_deposit
EARN-08720,W-0157,2026-06-05,E-0003,day,9.3,196.0,32.19,23.73,204.46,1,cash
EARN-08721,W-0157,2026-06-06,E-0003,day,8.2,217.24,37.8,21.34,233.7,0,cash
EARN-08722,W-0157,2026-06-10,E-0003,day,8.0,214.73,29.61,17.68,226.66,0,direct_deposit
EARN-08723,W-0157,2026-06-12,E-0003,night,9.4,226.13,17.24,8.38,234.99,1,cash
EARN-08724,W-0157,2026-06-13,E-0003,night,5.1,215.93,18.19,14.33,219.79,1,payroll_card
EARN-08725,W-0157,2026-06-15,E-0003,evening,5.9,198.66,17.71,16.67,199.7,0,cash
EARN-08726,W-0157,2026-06-16,E-0003,day,8.1,214.58,30.21,9.27,235.52,1,cash
EARN-08727,W-0157,2026-06-17,E-0003,evening,6.7,213.56,33.02,8.78,237.8,1,direct_deposit
EARN-08728,W-0157,2026-06-18,E-0003,day,5.7,226.4,43.23,23.54,246.09,0,cash
EARN-08729,W-0157,2026-06-19,E-0003,night,7.8,204.37,20.79,18.14,207.02,0,direct_deposit
EARN-08730,W-0157,2026-06-20,E-0003,day,7.3,204.89,34.3,23.57,215.62,1,cash
EARN-08731,W-0157,2026-06-21,E-0003,day,5.5,224.43,33.6,16.41,241.62,0,cash
EARN-08732,W-0157,2026-06-22,E-0003,day,7.1,206.47,29.83,22.87,213.43,0,cheque
EARN-08733,W-0157,2026-06-23,E-0003,day,7.3,212.16,28.97,17.22,223.91,0,cheque
EARN-08734,W-0157,2026-06-24,E-0003,day,7.4,218.62,22.62,17.16,224.08,0,payroll_card
EARN-08735,W-0157,2026-06-25,E-0003,evening,8.7,227.56,32.91,19.48,240.99,1,payroll_card
EARN-08736,W-0157,2026-06-26,E-0003,day,7.0,203.44,32.05,9.98,225.51,1,payroll_card
EARN-08737,W-0157,2026-06-27,E-0003,day,8.0,209.18,32.96,18.29,223.85,1,payroll_card
EARN-08738,W-0157,2026-06-29,E-0003,evening,7.1,224.72,26.28,20.32,230.68,1,payroll_card
EARN-08739,W-0157,2026-06-30,E-0003,day,8.3,237.14,41.63,13.15,265.62,1,cash
EARN-08740,W-0158,2026-04-01,E-0018,day,8.6,232.96,5.39,22.05,216.3,1,cash
EARN-08741,W-0158,2026-04-02,E-0018,split,5.4,204.82,3.79,16.58,192.03,1,payroll_card
EARN-08742,W-0158,2026-04-03,E-0018,day,6.8,236.44,3.01,14.98,224.47,1,cash
EARN-08743,W-0158,2026-04-06,E-0018,day,6.7,214.53,3.96,23.01,195.48,1,cheque
EARN-08744,W-0158,2026-04-07,E-0018,day,7.3,233.07,6.05,15.4,223.72,1,cheque
EARN-08745,W-0158,2026-04-08,E-0018,split,9.2,239.56,3.73,21.15,222.14,1,direct_deposit
EARN-08746,W-0158,2026-04-10,E-0018,evening,5.2,243.05,3.49,15.23,231.31,0,cash
EARN-08747,W-0158,2026-04-13,E-0018,night,5.7,227.98,4.92,24.01,208.89,1,direct_deposit
EARN-08748,W-0158,2026-04-14,E-0018,day,6.7,229.19,5.8,24.35,210.64,0,direct_deposit
EARN-08749,W-0158,2026-04-16,E-0018,day,7.0,251.66,3.28,23.74,231.2,0,cheque
EARN-08750,W-0158,2026-04-18,E-0018,day,9.1,245.23,3.88,17.02,232.09,1,payroll_card
EARN-08751,W-0158,2026-04-19,E-0018,split,5.1,237.08,4.29,8.44,232.93,1,payroll_card
EARN-08752,W-0158,2026-04-20,E-0018,evening,6.2,226.43,4.46,18.97,211.92,1,payroll_card
EARN-08753,W-0158,2026-04-21,E-0018,day,8.5,229.79,5.1,20.56,214.33,1,payroll_card
EARN-08754,W-0158,2026-04-23,E-0018,night,5.6,251.57,4.66,15.22,241.01,0,direct_deposit
EARN-08755,W-0158,2026-04-24,E-0018,day,7.1,228.93,5.8,10.32,224.41,1,cash
EARN-08756,W-0158,2026-04-25,E-0018,evening,5.2,231.44,5.28,16.88,219.84,0,direct_deposit
EARN-08757,W-0158,2026-04-27,E-0018,day,5.7,228.68,6.32,20.39,214.61,0,payroll_card
EARN-08758,W-0158,2026-04-28,E-0018,day,8.1,236.2,4.17,12.39,227.98,0,direct_deposit
EARN-08759,W-0158,2026-04-29,E-0018,day,5.6,221.14,2.35,18.98,204.51,0,payroll_card
EARN-08760,W-0158,2026-04-30,E-0018,split,7.2,226.18,2.75,11.2,217.73,0,payroll_card
EARN-08761,W-0158,2026-05-01,E-0018,split,9.2,218.62,5.2,11.07,212.75,1,direct_deposit
EARN-08762,W-0158,2026-05-03,E-0018,split,8.8,216.16,3.63,14.21,205.58,0,payroll_card
EARN-08763,W-0158,2026-05-04,E-0018,day,9.4,232.04,3.47,14.39,221.12,1,cash
EARN-08764,W-0158,2026-05-05,E-0018,evening,9.2,211.95,3.55,23.16,192.34,1,cheque
EARN-08765,W-0158,2026-05-07,E-0018,evening,7.2,239.75,4.49,16.46,227.78,0,direct_deposit
EARN-08766,W-0158,2026-05-12,E-0018,evening,5.8,254.57,4.13,17.31,241.39,1,cash
EARN-08767,W-0158,2026-05-13,E-0018,night,5.4,215.17,4.8,22.01,197.96,1,direct_deposit
EARN-08768,W-0158,2026-05-14,E-0018,day,7.2,196.72,2.76,16.1,183.38,0,cheque
EARN-08769,W-0158,2026-05-15,E-0018,day,8.2,224.41,3.26,13.59,214.08,1,direct_deposit
EARN-08770,W-0158,2026-05-20,E-0018,day,6.8,212.54,5.49,13.88,204.15,1,payroll_card
EARN-08771,W-0158,2026-05-21,E-0018,day,5.6,226.78,5.38,16.18,215.98,0,direct_deposit
EARN-08772,W-0158,2026-05-25,E-0018,day,7.0,235.49,5.11,12.84,227.76,1,direct_deposit
EARN-08773,W-0158,2026-05-27,E-0018,day,6.1,248.78,6.19,12.88,242.09,1,direct_deposit
EARN-08774,W-0158,2026-05-28,E-0018,day,8.7,238.37,3.52,13.91,227.98,0,cheque
EARN-08775,W-0158,2026-05-30,E-0018,day,5.0,249.0,5.02,9.34,244.68,0,cheque
EARN-08776,W-0158,2026-06-02,E-0018,day,6.2,250.76,5.96,22.98,233.74,1,payroll_card
EARN-08777,W-0158,2026-06-03,E-0018,day,9.0,239.36,5.43,23.51,221.28,0,cheque
EARN-08778,W-0158,2026-06-04,E-0018,night,6.6,227.52,3.4,14.94,215.98,0,cheque
